account_number,annual_income,household_size,years_post_high_school_ed,hours_per_week_watching_tv,age,gender,exceeded_credit_limit_in_past,annual_charges
28442549,30.7,7,3,16,41,Female,No,12759.53
28729593,44.2,2,4,28,47,Female,No,10189.73
23858077,52.3,6,1,24,60,Male,Yes,11323.98
23088337,62.4,6,4,31,37,Female,No,3613.1
16320553,18.1,5,1,35,42,Male,No,13384.98
23474592,69.5,2,4,23,62,Male,No,4712.92
17988623,63.2,1,1,39,45,Male,No,15652.79
20522038,35.6,6,2,58,24,Male,No,12692.6
18728119,93.3,3,3,47,57,Male,No,14195.69
13765416,99.9,7,0,2,44,Male,No,14357.68
1221689,114.8,1,3,43,22,Male,No,7260.73
17842020,78,1,1,40,58,Male,No,8930.53
22153771,25.6,3,4,30,46,Female,No,9215.75
17074981,76,7,4,32,60,Female,No,22133.52
27328393,44.9,1,1,6,33,Female,No,10163.74
8692970,39.3,2,2,54,38,Male,No,2537.94
5209604,98.5,8,2,60,22,Male,No,18156.95
1641863,78,8,4,1,38,Female,No,15744.96
12965952,49.7,5,5,34,43,Female,No,7137.32
8989781,33.5,4,0,54,33,Male,No,5416.92
6095360,56.6,6,3,26,38,Male,No,14110.53
6255804,85,8,2,60,61,Female,No,6284.32
15780820,25.2,4,2,32,52,Female,No,7802.07
8782767,107,7,3,1,34,Male,No,24102.66
29272878,41.5,2,4,10,41,Male,No,16031.51
25612049,37.7,5,3,50,59,Female,Yes,7378.23
1222082,117.2,5,3,19,44,Male,No,12379.84
2023718,13.9,6,2,42,50,Male,No,1944.76
10036020,53.8,8,1,12,36,Male,No,12053.88
4152032,50.8,7,2,23,45,Female,No,10155.92
15390338,28.4,3,3,25,57,Female,No,10771.54
17520291,36,8,2,28,52,Male,No,10231.86
10614630,52.7,3,5,58,52,Male,Yes,2586.51
19172450,74.7,1,0,10,48,Female,No,14728.24
21625511,69.9,5,4,35,22,Male,No,6918.65
4830614,43.6,6,1,53,44,Male,No,19994.01
6717728,91,4,1,37,54,Female,No,16829.76
28547470,120.6,7,2,26,54,Female,No,10213.79
15798319,81.6,5,2,56,29,Male,No,11855.88
22333120,16.9,4,0,23,59,Male,No,10539.8
28211441,75.3,5,5,28,58,Male,No,15543.29
14314194,83.6,2,2,36,48,Male,No,20723.88
20213871,103.1,8,3,18,44,Female,No,17264.68
2584175,44,3,5,12,59,Female,No,13438.44
12983158,45.7,5,3,54,36,Male,No,8857.36
5692605,72.3,6,4,38,45,Female,No,9320.82
1731424,53.3,4,2,42,56,Female,No,15858.18
17914198,89.2,6,5,46,65,Female,No,22876.77
3049592,27.7,6,2,32,51,Male,No,8262.24
17558008,80.4,3,2,23,37,Female,No,13345.29
11199514,47.9,3,1,48,39,Male,No,1658.93
27090512,74.8,7,1,37,46,Female,No,16068.85
19687125,86.7,6,3,3,35,Female,No,12458.44
17802060,62.8,6,1,23,54,Female,No,18271.83
11311941,39.7,6,4,34,55,Female,No,10306.45
20419752,50.7,6,1,10,23,Female,Yes,9371.6
8321741,53.6,6,1,16,44,Female,No,18034.05
7209162,33.7,3,3,19,28,Female,No,9829.39
4720389,51.2,1,0,15,40,Female,No,2169.43
14857375,35.1,2,1,60,36,Male,No,14351.15
5168291,61.6,5,1,45,40,Female,No,4868.37
82288,91,1,2,57,22,Female,No,13343.72
3116772,76.3,5,3,43,50,Female,Yes,16776.86
21648071,67,5,2,7,42,Female,No,14387.55
5863748,84.8,7,5,27,51,Female,No,15729.53
21166821,103.3,6,4,45,30,Male,No,14029.62
7963402,20.4,1,3,55,52,Female,No,10588.85
13131870,118.5,6,1,46,30,Male,No,24302.01
6977976,30.9,4,5,15,57,Female,No,0
27717230,20.7,5,1,10,33,Male,No,4997.11
17130875,95.2,1,3,49,49,Female,No,13030.36
19102648,67.3,3,3,25,52,Male,No,14572.41
5236659,81.7,1,3,33,30,Female,No,4737.79
11911341,60.9,4,3,49,52,Male,No,7061.7
12391969,85.5,8,3,24,33,Female,No,18050.98
4907828,98,4,4,46,44,Male,No,11224.48
3288858,99.2,7,1,57,46,Male,No,26723.4
25327306,62.5,3,3,20,45,Male,No,8983.37
3370572,112.7,3,1,23,52,Male,No,24336.52
6865,94.9,4,5,34,55,Male,No,16885.47
5376169,48.2,7,1,1,40,Female,No,9850.11
11872804,16.8,4,4,28,38,Female,No,11482.95
5620927,31.6,5,5,47,50,Female,No,8940.01
4840624,69.2,3,1,55,34,Female,No,19038.41
3481041,85.7,6,0,53,28,Male,No,16110.85
21004514,59.6,5,5,53,37,Female,No,4767.58
24899890,100.4,5,3,46,58,Male,No,20680.89
15078455,103.6,5,1,56,40,Male,No,14653.07
1672130,29.5,2,0,31,47,Male,Yes,5402.48
389081,77.4,7,2,45,50,Female,Yes,13299.55
13753369,60.7,5,0,8,21,Female,No,12020.38
12345547,75.3,2,0,28,32,Male,No,10754.06
25189482,48.5,8,3,57,31,Male,No,5505.82
14479852,87.1,4,5,17,39,Female,No,17249.45
796395,78.4,8,4,55,35,Male,No,20891.25
29567980,50.4,5,3,32,26,Male,No,9168.44
28043375,68.2,5,0,1,43,Male,No,9797.54
8296334,90.1,1,1,26,44,Female,No,4305.77
18962703,116.6,4,2,32,45,Female,No,17461.86
12098379,40.6,2,2,17,30,Female,No,12849.71
19148170,51.5,3,1,44,41,Male,No,10941.85
12517774,78.4,2,0,52,36,Female,No,12262.17
6197150,109.3,3,0,59,42,Male,No,18792.72
3337662,93.4,2,1,38,37,Female,No,10191.31
26735402,23.8,6,5,3,50,Female,No,8016.98
15786049,73.2,5,5,15,56,Female,No,20544.19
1470247,44.8,7,4,0,42,Female,No,1346.67
28695947,74.9,3,4,8,55,Male,No,9851.67
6000072,35.9,6,1,30,35,Male,No,5268.95
10711246,119.1,7,1,54,59,Female,No,12989.11
2658467,47.5,2,1,14,55,Male,No,6574.04
15926592,122.1,1,4,52,45,Female,No,7969.31
5199447,106.8,5,5,44,30,Male,No,13941.38
7729169,71.9,5,3,50,38,Male,No,9364.06
2629220,77.1,3,1,14,45,Female,Yes,15480.58
17397924,40.9,3,2,47,51,Male,No,10853.77
4197604,79.4,7,4,42,43,Male,No,22801.99
10027273,114.3,4,1,31,38,Male,No,12928.09
28424663,62,7,4,17,63,Male,No,18990.7
3616496,19.9,2,4,13,46,Female,No,0
18828895,58,8,2,13,35,Female,No,16107.27
10239427,49.6,6,2,37,41,Female,No,7448.89
6411605,67.5,4,4,16,39,Male,No,6030.04
10745895,103.1,5,1,18,46,Male,No,13826.21
8742114,54.3,3,5,27,27,Male,No,9442.13
19376082,31.8,3,4,44,34,Male,No,2121.54
18778498,115.2,3,0,37,55,Male,No,24053.15
4490629,53.4,5,4,38,43,Male,No,4970.74
12900928,39.2,1,2,40,41,Female,No,1074.59
7183270,40.8,7,2,24,37,Female,No,6008.87
29826368,38.6,5,5,13,36,Male,No,13762.12
369167,5.6,4,1,35,47,Female,No,10708.18
570955,70.4,3,3,42,29,Male,No,4538.56
6388050,74,2,3,36,49,Female,Yes,6893.99
16179760,113,2,0,54,51,Male,No,11291.66
19042438,115.8,8,0,36,56,Male,No,15610.02
7555429,70.6,7,3,17,22,Female,No,11054.46
25699426,50.8,6,3,56,41,Female,No,2009.51
25817171,38.4,2,2,33,50,Female,No,10438.88
5614986,121,2,3,6,57,Male,No,16690.18
4188159,60,8,1,35,52,Female,No,20911.62
2213959,119.1,7,4,25,32,Male,No,13511.65
16151841,37.3,5,2,31,47,Male,No,5007.31
15296639,54.7,2,3,42,55,Female,No,4046.74
24135178,58.8,2,4,13,37,Female,Yes,2128.01
2546428,87,7,5,13,36,Male,No,16203.8
5070293,130.4,7,0,29,32,Female,No,32203.56
63881,53.5,1,2,48,35,Female,Yes,3341.49
9284657,24.1,7,2,32,38,Male,No,9227.29
7252240,94.7,4,0,58,49,Male,No,13409.27
11230397,89,1,3,13,46,Female,No,10204.41
27532072,78.1,4,2,18,47,Male,No,11052.9
19027738,89,2,0,41,28,Male,No,17808.06
23208166,70.7,8,2,14,64,Male,No,8043.86
13814463,94.8,4,2,48,60,Male,Yes,7378.89
11385549,104.6,5,5,43,37,Male,Yes,18161.86
3735592,73.2,7,4,41,46,Female,No,16794.79
22862716,93.1,1,5,38,60,Male,No,9213.61
28576289,45.2,5,2,31,58,Male,No,392.53
25868108,33.5,3,3,6,32,Female,No,2686.51
27663829,100.9,3,5,47,31,Male,No,18621.86
9449179,34.2,3,3,29,41,Female,No,3134.32
17214078,71.4,5,5,18,32,Male,No,13612.69
18120278,55,4,5,24,45,Male,No,13013.89
8829618,97.2,5,1,14,42,Male,No,20115.99
27337799,20.5,5,4,22,46,Female,No,1520.01
16163726,73.5,3,2,5,45,Male,No,13657.72
27005601,47.2,5,1,59,54,Male,No,5607.25
19703504,44.7,6,3,48,41,Female,No,8380.55
15460081,25.5,5,4,7,46,Female,No,0
10245125,53.7,3,2,43,46,Male,No,622.11
138469,82.7,7,3,50,54,Female,No,8350.92
14292306,22.5,6,1,18,47,Female,No,1416.83
15956,76.7,8,5,57,42,Male,No,15289.89
13292464,47.2,6,5,40,42,Male,No,9741.09
21854780,125,6,1,32,43,Female,No,19993.1
29704137,93,3,5,3,32,Male,No,5609.64
21384304,112,3,0,44,43,Male,No,16154.1
368501,27.1,2,1,26,47,Female,No,4369.59
19740504,45.6,7,2,29,55,Male,No,5446.59
8929979,38.2,5,2,51,41,Male,No,2915.64
12448913,54.3,8,2,56,60,Female,No,11784.35
24918812,71.4,4,1,49,34,Female,No,14158.02
26332057,95.3,3,4,28,52,Female,No,7694.08
5450688,9.8,6,4,30,49,Male,No,8078.1
7074900,74.4,8,2,24,62,Male,No,20403.41
16040232,119.2,1,1,34,36,Male,No,26507.31
15372246,40.1,3,2,24,45,Male,No,1141.55
13431540,44.6,4,3,20,51,Male,No,7331.66
27820987,37.9,2,2,33,24,Male,No,0
4300906,36.5,6,5,55,40,Male,No,14511.39
27684726,106.3,2,5,14,54,Female,No,9191.34
23260571,97.7,7,0,43,47,Male,No,10491.08
22645064,65.4,6,0,23,48,Male,No,20153.07
13372878,21.9,7,2,52,24,Male,No,12800.65
27604721,66,2,4,50,24,Male,No,13809.72
12574441,36.1,2,1,60,48,Female,No,3717.65
13384933,43,4,2,49,39,Female,No,11091.47
7247894,90.6,6,1,5,30,Male,No,15850.12
12845555,94.9,7,3,29,63,Female,No,12974.95
28841190,108.8,3,1,53,45,Male,No,18018.28
12356176,56.2,5,0,32,26,Male,No,12226.37
28422627,54.5,2,5,49,65,Male,No,8879.95
23758393,63.7,5,1,5,61,Male,No,14692.32
28425306,123,3,4,50,53,Female,No,12046.16
264514,63.7,8,4,49,41,Male,No,8191.33
2351215,107.3,7,0,41,38,Female,No,19619.79
10285699,81.4,8,4,59,52,Male,No,16219.46
17194396,98,3,3,4,49,Male,No,21786.65
7760695,106.7,8,0,21,56,Male,No,13739.01
10307952,81.2,4,2,32,46,Female,No,15633.61
309460,30.2,6,1,30,53,Male,Yes,8188.8
23812833,83.5,3,3,35,46,Female,No,7294.79
10241143,47.2,4,2,12,40,Male,No,5781.32
22922511,37.1,8,2,0,59,Male,No,8939.79
19594654,100.7,5,0,48,57,Male,No,7761.23
54761,44.4,2,2,42,41,Female,No,7121.36
29081332,122,6,3,4,41,Male,No,16799.83
5040852,77.1,3,4,29,52,Male,No,13588.2
11963637,123.5,4,1,39,20,Male,No,14488.76
16296169,84.3,7,4,4,51,Male,No,2244.54
17649518,96.8,2,1,52,50,Male,No,16768.84
6699690,32.8,4,2,37,41,Female,No,3732.15
14181474,35.1,5,3,27,48,Female,No,10476.93
4364238,21.8,1,0,47,38,Female,No,4560.64
15727020,41.6,6,3,17,57,Male,No,7135.7
13333474,98.6,1,1,58,44,Female,No,14801.63
21181268,103.1,7,4,36,35,Female,No,20191.36
22191016,53,6,4,18,50,Male,No,5173.6
27843214,51.6,4,1,55,57,Female,No,4626.56
19895458,16.6,5,5,56,38,Male,No,947.93
23614415,51.1,1,4,42,43,Female,No,2208.42
12423565,69.8,4,2,30,36,Female,No,16907.51
9056808,87.6,3,0,2,52,Female,No,14571.91
28585020,104.5,8,1,4,62,Male,No,27844.27
20878232,37.5,5,3,37,25,Male,No,5377.68
10247762,26.1,6,4,7,31,Male,No,12206.19
11652979,77.2,6,3,54,58,Male,Yes,8671.72
17914766,40.1,4,3,28,44,Female,No,4875.82
28171267,22.5,1,1,48,41,Male,Yes,9679.65
7558095,65.3,7,0,20,22,Male,No,15265.05
11255886,26.4,5,4,26,47,Female,No,1444.45
22170320,58.1,4,3,24,43,Male,No,12260.63
1097199,58.8,3,2,40,39,Male,No,17160.44
2768976,77.1,5,0,21,38,Female,No,16118.61
5518484,91.7,5,2,1,57,Male,No,9541.18
24630931,83,7,1,31,60,Female,No,23883.41
4061145,113.2,5,3,30,33,Female,No,12422.17
28432354,96.1,1,3,56,40,Female,No,15668.38
26320432,40.7,5,5,51,40,Female,No,11771.56
26984856,46.8,7,2,44,41,Male,No,14702.9
8301188,71.7,4,3,28,56,Female,No,14060.38
11095172,26.7,7,5,53,28,Male,No,13371.43
2774995,30.2,5,5,30,45,Male,No,6697.29
27305876,70.9,3,1,52,42,Male,No,20982.29
27212031,92.6,1,2,23,49,Female,No,16296.11
22803275,68.1,2,3,39,63,Male,Yes,10685.2
5676926,76.1,7,1,20,41,Male,No,20022.62
19195420,38.6,6,4,23,41,Male,No,2076.99
20551993,34.6,6,4,17,40,Male,No,7277.87
24232071,55.3,6,3,33,31,Female,No,15970.48
9825214,72.5,4,0,56,57,Male,No,13344.79
29367597,59.5,2,1,56,48,Male,No,13189.06
8043340,64.7,7,1,20,47,Female,No,10437.1
21590007,54.9,1,4,24,36,Male,No,15924.2
6880263,42.3,2,4,54,53,Female,No,11625.04
8929184,88.1,2,0,6,62,Female,No,16973.59
8509580,73.3,4,4,22,49,Female,No,4954.27
25724751,105.2,4,4,33,63,Male,No,18264.42
10925796,55.2,6,4,33,44,Male,No,12730.74
24618047,108.8,7,4,20,59,Female,No,17187.94
19700764,91.5,3,0,42,47,Male,No,13224.88
12137409,48.9,4,1,44,24,Male,No,13929.32
24405792,5.4,6,1,23,37,Male,No,12401.92
29452471,89.9,4,1,15,56,Male,No,22443.18
21126840,59.5,5,3,48,31,Male,No,10420.18
25824309,21.6,5,4,50,56,Male,No,5146.16
323266,111.8,2,3,57,45,Male,Yes,22585.09
16205457,33.6,2,1,20,45,Male,No,3978.08
9329520,101.4,5,2,14,25,Female,No,19677.01
6897,44.2,8,0,1,44,Male,No,6329.64
13089254,67.4,2,2,54,62,Female,No,2473.5
2263536,20.4,2,3,17,47,Male,No,10192.74
26946947,50.1,3,3,49,27,Male,No,0
4570941,89.1,2,1,38,28,Male,No,16983.84
27197887,44.1,2,3,30,36,Male,No,0
19543519,36.8,3,4,14,35,Female,Yes,15019.51
21974192,47.8,3,2,17,37,Female,No,5952.95
24316471,77.1,4,2,30,40,Male,No,7612.88
7630175,45.5,2,4,10,51,Female,No,3467.79
757072,25.1,6,1,15,46,Male,No,1618.6
394000,60.7,2,0,35,38,Male,No,17666.45
27616389,68.8,5,4,25,52,Male,No,21657.35
19835867,79.9,8,2,7,38,Male,No,18564.6
7590539,102.8,2,4,25,23,Female,No,14853.87
3104163,45.3,2,0,45,33,Male,No,457.32
29171747,93.9,6,3,4,45,Male,No,20478.83
25729001,76.6,2,3,50,39,Male,No,12622.8
18076551,92.3,4,5,42,34,Male,No,19074.99
2298568,63.4,2,3,31,47,Male,No,6592.15
9551798,51.9,2,2,53,55,Male,No,11123.58
28157337,49.3,5,3,56,53,Male,No,11802.79
29664419,51.6,2,5,58,43,Male,No,13717.84
549383,83.3,1,1,48,61,Male,No,19894.31
1477146,80.4,8,2,31,42,Male,No,18043.07
11549088,105.8,7,4,12,67,Male,No,17496.1
1832733,69.7,8,4,37,45,Female,No,17616.84
12658636,35.6,6,2,10,56,Male,No,7659.35
1054227,100.8,2,3,42,23,Male,No,8828.75
19922455,79.7,2,1,43,41,Male,No,9801.61
18186926,101.4,2,2,3,35,Female,No,17978.54
7015805,42.8,8,1,27,59,Male,Yes,8218.38
27627346,59.3,4,5,53,49,Male,No,3181.84
12773646,29.4,7,4,42,38,Male,No,11705.69
26177497,110.4,6,5,5,61,Female,No,16483.34
9780992,73.6,1,4,15,59,Female,No,12877.81
6057337,15,2,2,34,41,Male,Yes,12540.95
29617114,73.5,2,2,35,29,Female,No,8401.16
7204382,38,2,3,15,61,Female,No,0
24524263,86.9,3,2,14,43,Male,No,16837.32
22682181,58.7,7,1,33,33,Male,No,21320.58
27864199,63.2,1,1,26,46,Male,No,11312.35
974025,93.7,6,3,59,49,Male,No,22095.36
18041776,35,6,1,7,48,Male,No,894.19
11034570,41.8,6,3,3,49,Female,No,1437.8
11870456,103,7,4,34,59,Female,No,16869.06
22146789,64.6,2,2,46,60,Female,No,11835.28
19620249,42,3,0,47,58,Male,No,11414.95
18851403,53,3,2,42,45,Female,No,5498.7
10767329,110.8,4,2,22,41,Female,No,21679.02
5949916,38.9,2,5,28,47,Female,No,8486.37
11969116,126.8,7,3,33,58,Male,No,17531.32
10118438,37.5,7,4,9,65,Female,No,12311.64
18691230,54.7,7,1,36,43,Male,No,10971.35
5894242,39.5,5,1,28,50,Male,No,5884.76
10305599,42.4,3,3,51,43,Male,No,457.85
12359056,109.4,8,2,55,54,Male,No,23445.02
15420955,44.2,1,1,58,29,Male,No,7090
20814086,89.4,6,3,31,27,Male,Yes,17353.4
28376508,83.5,4,0,22,39,Male,No,9952.06
7529301,103.1,7,0,41,35,Male,No,8190.01
3506455,34.2,4,3,8,43,Male,No,1755.55
15389626,49.6,2,2,12,45,Female,Yes,6955.15
7062907,73.6,1,4,51,55,Male,No,10920.74
1415789,50.7,2,4,39,53,Male,No,6927.88
26834719,40.2,6,2,2,49,Female,No,5190.53
28572833,40.3,1,1,6,29,Female,No,4054.22
2593979,84.2,2,5,9,48,Male,No,9930.44
14233692,103.6,6,1,51,46,Female,No,16268.68
8995644,41.5,7,1,48,44,Male,No,14265.6
10309597,72.4,6,4,50,41,Male,No,15821.29
20551101,47.3,8,4,51,52,Female,Yes,7427.1
23770341,94.3,4,1,19,34,Female,No,18663.35
23782440,95.8,3,4,11,42,Male,No,15504.96
26742313,56.5,8,3,5,23,Male,No,17875.52
17321254,39,6,3,23,52,Female,No,1991.63
631971,109,6,4,37,44,Female,No,20101.35
17978590,46.3,7,1,6,67,Male,Yes,1637.05
18795681,10.4,6,1,2,47,Female,No,7419.21
22154818,42.2,8,2,48,46,Male,No,10123.45
8461535,90.4,5,1,45,40,Female,No,7241.72
7404539,97.4,4,4,19,48,Male,No,22520.17
9470468,44.2,5,1,26,39,Male,No,4399.27
2452412,19.3,6,1,15,41,Male,No,8310.56
9533982,49.8,3,5,55,27,Female,No,9341.63
8663130,72.3,3,1,28,49,Female,No,17600.46
1135376,41.2,2,5,59,48,Male,Yes,1799.4
7723099,28.5,2,1,14,49,Male,No,9931.14
4112031,29.3,1,2,3,34,Male,No,11343.02
7783412,73.6,7,4,30,48,Female,Yes,9334.73
9733077,84.8,2,3,18,45,Male,No,17703.61
21483248,56.2,3,3,9,50,Female,Yes,3837.89
25233667,76.4,7,3,3,30,Female,Yes,12528.27
22932634,48.7,3,1,8,50,Female,No,4105.29
14241379,78.4,2,4,7,66,Female,No,2800.94
14710317,22.9,8,4,41,49,Female,No,0
8807967,34,2,0,50,28,Male,No,9302.29
20026416,58.2,6,4,49,45,Male,No,3179.37
26255749,89.4,6,3,12,35,Female,No,10780.59
23090013,117.1,5,3,53,41,Female,No,22836.44
24658569,45,3,2,55,41,Male,No,14862.21
24503862,112.8,4,1,57,59,Male,No,18835.45
17159900,107,3,4,11,46,Female,No,22781.21
6512276,69,4,4,54,34,Female,No,13327.16
23947401,51,6,2,47,28,Female,No,7472.11
2922179,93.5,4,2,8,46,Female,No,11633.87
17491375,31.5,4,5,37,59,Female,No,5466.17
1094848,116.2,7,2,60,69,Female,Yes,21360.86
2445145,40.6,1,1,24,33,Female,No,6269.46
9290268,67.2,4,2,41,29,Female,No,9613.52
3554861,83.7,3,0,19,48,Female,No,14783.05
9833799,79.5,4,1,59,56,Female,No,13826.17
2793874,87.4,3,5,42,40,Female,No,6921.3
4503041,39.6,7,5,30,43,Female,No,6569.33
21172350,78.3,4,1,5,55,Male,No,14584.84
912570,13.4,7,1,26,55,Female,No,6147.07
17847417,51.2,3,4,58,48,Male,No,7587.5
26640861,88.5,1,4,54,46,Male,No,8738.36
22220402,29.5,2,3,57,24,Male,No,6974.6
395301,117.9,1,4,25,44,Female,No,17186.47
29181891,98.4,4,3,20,45,Female,No,14249.69
21754536,81.4,7,5,8,50,Female,No,12701.89
20690453,28.8,7,0,40,50,Male,No,15582.85
9872067,86.4,6,0,17,44,Male,No,19962.07
15757044,118.3,7,2,11,41,Female,No,16164.46
3615262,92,6,4,29,64,Female,No,21223.31
23131012,83.1,3,4,40,39,Male,No,19323.83
20170626,30.7,3,0,47,50,Male,No,358.13
4905972,57.7,8,4,1,44,Male,No,14897.48
913636,59.5,1,5,8,46,Female,No,0
29504096,13.7,7,1,11,29,Female,No,4620.95
7604745,54.4,1,2,37,64,Male,No,10485.52
24376870,124.8,4,2,34,28,Male,No,22719.58
11772012,84.6,1,3,58,34,Male,No,11455.7
17428987,117.3,4,3,43,53,Female,No,6726.45
10024843,28.6,5,1,53,40,Female,No,12072.45
753922,67.4,7,2,9,44,Male,No,10335.86
24753187,120.2,4,2,11,42,Male,No,22637.06
16835064,39.6,2,2,5,37,Male,No,1371.8
19207809,19.7,8,5,47,56,Female,No,1427.95
14627656,83.8,2,3,23,54,Male,No,12965.07
28761089,66.9,6,2,12,56,Male,No,15937.39
19317805,88.7,2,2,7,46,Male,No,13334.06
23703775,61.1,6,4,32,41,Male,Yes,0
25395544,42.5,4,5,38,49,Male,No,5240
1868844,13.1,7,4,35,58,Male,No,1305.33
12485340,40.9,4,1,15,61,Female,No,6153.25
3295545,113,4,2,12,58,Male,No,10758.7
5796348,99.4,8,4,31,37,Female,No,15470.01
23285932,104.5,7,5,22,36,Male,No,13561.26
28478074,80.2,2,4,8,60,Female,No,3182.09
19150849,48.1,3,0,32,45,Male,No,17521.52
3176747,83.8,4,3,2,37,Female,Yes,9578.24
14088932,49.5,4,4,18,66,Female,No,6939.15
9709769,61.2,1,1,47,34,Female,No,15665.91
5310518,39.4,5,0,37,56,Male,Yes,0
8156723,40.5,7,0,52,41,Male,No,8143.99
11507561,76.4,2,4,44,62,Female,No,8526.82
29434954,51,3,4,51,47,Male,No,16779.49
1719183,49.2,6,2,38,35,Male,No,6988.66
17039244,37.4,4,1,21,34,Female,No,0
5106098,57.1,2,5,16,52,Female,No,9568.1
13080475,69,8,5,20,63,Male,No,16976.89
3620988,78.4,5,2,58,64,Female,No,21535.95
17731114,97.1,2,5,21,49,Male,No,3241
10063606,30.1,4,4,59,39,Female,No,10440.73
26020658,87.8,6,4,22,47,Male,No,16495.66
6792778,81.8,2,4,26,55,Male,No,9123.84
15504314,80.5,5,1,52,45,Male,No,16531.57
10251638,40,4,4,41,50,Male,No,6164.96
24023392,113.4,8,0,4,48,Female,No,21840.58
5510574,79.8,5,5,41,53,Male,No,17251.01
28921272,26.3,2,4,6,53,Female,No,6451.72
3040095,113.1,6,4,27,48,Male,No,9859.84
297858,67.7,2,2,42,28,Female,No,8831.64
22329971,82,1,3,36,58,Female,No,10048.62
8638597,52.3,3,1,12,32,Male,No,14335.75
21398288,53,4,3,2,44,Female,No,5625.32
3134494,16.7,3,0,25,37,Male,No,4632.03
8512728,65.6,3,2,16,35,Male,No,10344.34
21747292,49.2,1,0,45,47,Male,No,9844.41
29729031,54.8,5,3,57,54,Male,No,6100.45
9619582,71.8,6,0,34,34,Male,No,12322.16
9172380,50.5,5,0,6,45,Male,Yes,18976.86
10150845,22.9,5,1,9,46,Female,No,3359.65
26625339,102.5,3,3,45,55,Female,No,7992.34
24760599,25.4,1,3,48,43,Male,No,12656.76
3645507,32.7,5,2,25,28,Male,No,8882.73
15484818,92.3,1,2,59,40,Male,No,15323.83
19529507,52.2,5,0,24,43,Male,No,769.39
4120215,89.4,7,1,33,47,Female,No,16581.59
14816781,49.6,4,2,55,36,Female,No,11175.47
4198627,61.3,1,1,44,46,Female,Yes,16864.45
24000453,20.7,3,2,58,51,Male,Yes,4677.17
18543251,65.6,1,3,3,30,Female,No,14510.46
14755272,98.2,8,2,37,44,Female,No,12226.18
14400360,58.9,4,1,13,45,Female,Yes,9882.21
9476938,91.1,5,3,12,50,Male,No,18191.25
8514123,88.7,3,4,36,67,Male,No,14670.83
21813849,63.1,7,1,39,48,Male,No,21714.69
9174660,119.2,4,2,1,51,Male,No,21977.09
28347978,82.5,5,3,3,49,Male,No,8911.68
1405874,118.8,3,3,11,48,Female,No,12296.84
1764983,73.7,2,2,9,44,Female,No,12990.79
5420509,26.9,2,2,2,43,Female,No,5718.79
25844466,76.6,2,3,36,55,Female,No,15561.32
10915382,111.5,1,0,9,39,Female,No,12014.69
27727606,27,3,5,9,40,Male,No,5522.7
29543797,101.6,6,3,7,51,Female,Yes,26022.13
6884551,72.4,5,3,57,38,Female,No,3547.45
6021245,63.1,6,1,14,40,Male,No,20247.68
13391218,48.2,5,2,7,43,Male,No,18869.46
10395698,117.2,6,0,48,38,Male,No,22555.03
659575,90.9,3,4,33,37,Male,No,8628.99
681928,114.8,4,1,18,33,Female,No,22808.36
21409112,92.7,5,3,20,40,Male,No,13778.93
8001491,35.2,7,5,26,61,Male,No,9014.91
16524546,40.9,4,1,0,40,Female,No,6746.46
28856543,114.7,8,2,46,40,Male,No,21812.33
24923011,101.6,4,1,6,45,Male,No,11668.48
21131055,62.2,7,2,56,35,Female,No,14839.09
10432313,55.1,7,4,29,48,Male,No,16239.16
21329482,52.6,4,5,35,44,Female,Yes,8781.05
24970279,107.7,7,3,52,41,Female,No,23556.54
17500080,76.5,6,1,7,38,Female,No,7317.15
23994068,95.2,2,4,9,28,Male,No,8933.37
29095229,29.1,3,3,24,30,Female,No,10805.25
4488156,33.7,6,3,50,40,Male,No,17771.24
1504629,72.1,7,5,6,58,Male,No,663.5
17041280,80.3,2,3,57,59,Female,No,12379.93
25496567,50.6,6,1,47,63,Female,No,12562.74
21941254,63.4,5,4,42,48,Male,No,12097.45
12791587,20.9,3,4,13,64,Female,No,9235.93
25821603,92.8,2,1,59,47,Male,Yes,18294.43
23355129,73.7,8,3,3,47,Female,No,20001.76
27188760,71.9,2,3,50,28,Male,No,5661.61
26137797,50.5,7,3,18,44,Female,No,3448.47
8316595,121.3,5,0,35,32,Female,Yes,22914.93
3805288,51.9,3,1,14,49,Male,No,1570.64
3245011,33.6,8,3,41,28,Male,No,3059.2
2192721,90.3,4,4,11,45,Male,No,10910.92
18277402,29.6,4,4,16,44,Male,No,0
21391862,104,5,2,20,37,Male,No,15177.47
3367468,102.3,4,5,4,41,Male,No,5986.35
20227991,51.4,1,0,10,59,Female,No,2937.5
6857960,89,3,2,31,38,Female,No,20923.87
682430,66.4,2,3,42,59,Female,No,11431.57
2454446,104.1,6,4,56,43,Female,No,8391.73
15559704,63.9,3,3,43,49,Male,No,11979
26203967,27.5,2,5,34,29,Female,No,6861.39
7980830,69.9,6,1,4,36,Female,No,9341
23859990,58.6,6,5,36,37,Female,No,12240.62
27285475,56,8,1,45,56,Male,No,5219.17
28408465,67.5,8,0,10,59,Female,No,18280
11829786,85.1,3,3,8,55,Female,No,16561.43
27603105,40.1,5,3,33,32,Male,No,9774.96
26875558,82.8,7,1,18,66,Male,No,19204.04
12871655,63.6,7,1,14,44,Female,No,18210.44
25015382,106.9,3,2,50,22,Female,No,11615.27
4705890,42,7,1,5,59,Male,Yes,15224.33
